date,category,title,price
2021-08-14 15:56:03.534969,색조메이크업,듀이셀 틴투어링 밤 4.5g,16670
2021-08-14 15:56:03.534969,색조메이크업,클리오 킬 브로우 듀얼 타투 펜 0.6g,11660
2021-08-14 15:56:03.534969,색조메이크업,데이지크 섀도우 팔레트 8.0g,23950
2021-08-14 15:56:03.534969,색조메이크업,클리오 젤프레소 워터프루프 펜슬 젤라이너...,2780
2021-08-14 15:56:03.534969,색조메이크업,포렌코즈 속 타투 틴트 1.6g,5900
2021-08-14 15:56:03.534969,색조메이크업,클리오 킬래쉬 수퍼프루프 마스카라 7g,7890
2021-08-14 15:56:03.534969,색조메이크업,릴리바이레드 스태리 아이즈 나인투나인 젤...,5900
2021-08-14 15:56:03.534969,색조메이크업,MISSHA 모던 섀도우 매트,1600
2021-08-14 15:56:03.534969,색조메이크업,스틸라 매그니피센트 메탈 글리터 글로우 리...,9000
2021-08-14 15:56:03.534969,색조메이크업,루즈 디올 포에버 리퀴드 6ml,38760
